blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
26683808,2025-02-21 16:56:03,0x46ffa88d34c1bef54faef9fff6ab2e0906b3f8b4b6a637e1d6dc145055aef0e9,208,0xa0ea8f4455da14bf914c7ade8a001b87fff51f6a0266bb3ae6363a159429b749,0x704c5448b22fb65f1f747bab31e49db769427c0a,0x3568c7a4f7545805e379c264303239781b4e9a79,0x0a2854fbbd9b3ef66f17d47284e7f899b9509330,1.2001221734511818e-12,Cerebrum DAO Token,NEURON,18,17,1757355,102865534,310580,1835206,deprecated,3414637
26675882,2025-02-21 12:31:51,0xa2a902385b4d3576c438de2f895c106677e17aed4b3fff834ec5f2af21d39c95,155,0x091185570576b54a4583e884241cb014585b6b0ce876fab15e4de94d99c2dc02,0x2231ab3d89335ee52b4810f94389381f4366fff2,0x3568c7a4f7545805e379c264303239781b4e9a79,0xa7ff963edab65f757eb49829b9f8882a36997b83,7.773343246132167e-16,Cerebrum DAO Token,NEURON,18,47,88107,3886807,77289,12890919,deprecated,3422563
26675872,2025-02-21 12:31:31,0x547a5c927b995b4a20aec7322f3dbaee1cc52a590f070873f6d73ed9c6c5fa60,154,0xb4dadfa87d339c56331dd3bfee9343e1f01dfb010d3323d60bbc187dae6212bb,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0xa7ff963edab65f757eb49829b9f8882a36997b83,1.6226322890386358e-13,Cerebrum DAO Token,NEURON,18,49,334119,3880764,294299,12982619,deprecated,3422573
26673431,2025-02-21 11:10:09,0xb829dda6fca899d6917bb6bdf74d6f866d50128681acdef8ec10e40e920aaa90,13,0xc93789371d44706f1856a91604885d2fb319363491a55e9f48b3f08e8a02dbce,0x8a5141166ad13d34f163e1d80b9063632ce49856,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,1.1657019776733779e-13,Cerebrum DAO Token,NEURON,18,48,227084,4715388,169250,14242021,deprecated,3425014
26666666,2025-02-21 07:24:39,0x2075ec980ebe57e585cf3aa8073f958f324ac5b751b94b02b11b4965e08de662,389,0x4655fd66701484bafde3c5c6c1e28f2a9ed9d56f39019cd356a6a87ea2773d27,0x646ddcd4b78700621ccd0a654425dd1adebe7b89,0x3568c7a4f7545805e379c264303239781b4e9a79,0x0000000000000000000000000000000000000000,4.008995729344125e-12,Cerebrum DAO Token,NEURON,18,165,153546,2161632,130306,47212043,deprecated,3431779
26666583,2025-02-21 07:21:53,0x3efcc48f55cc4a68c83d764a15fed6f0af47fb7ae620c46e58aee5257df43aec,30290,0x35205e989e2135605381ababe602c9b45166f8f27350c15740a41242162d7bda,0xdb6f1920a889355780af7570773609bd8cb1f498,0x3568c7a4f7545805e379c264303239781b4e9a79,0x646ddcd4b78700621ccd0a654425dd1adebe7b89,2.004356420485843e-12,Cerebrum DAO Token,NEURON,18,48,708557,4131699,376192,12509126,deprecated,3431862
26666583,2025-02-21 07:21:53,0x3efcc48f55cc4a68c83d764a15fed6f0af47fb7ae620c46e58aee5257df43aec,30290,0x35205e989e2135605381ababe602c9b45166f8f27350c15740a41242162d7bda,0x77e0c0e305453365ac024943b68dd26ca48c8871,0x3568c7a4f7545805e379c264303239781b4e9a79,0xdb6f1920a889355780af7570773609bd8cb1f498,2.004356420485843e-12,Cerebrum DAO Token,NEURON,18,48,708557,4131699,376192,12509126,deprecated,3431862
26662372,2025-02-21 05:01:31,0xff97d68091fd70dafb878224e310905a4ab57efabe3c2344cb0a981dc4f07ad9,58828,0x7d2de627e9860716213203b94f3c4e1b5b15919217c170dc8c6818be5778ade7,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0x2231ab3d89335ee52b4810f94389381f4366fff2,1.1862034728528517e-17,Cerebrum DAO Token,NEURON,18,119,864968,3102272,439244,32765859,deprecated,3436073
26662372,2025-02-21 05:01:31,0xff97d68091fd70dafb878224e310905a4ab57efabe3c2344cb0a981dc4f07ad9,58828,0x7d2de627e9860716213203b94f3c4e1b5b15919217c170dc8c6818be5778ade7,0x77e0c0e305453365ac024943b68dd26ca48c8871,0x3568c7a4f7545805e379c264303239781b4e9a79,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,3.954011576176172e-15,Cerebrum DAO Token,NEURON,18,119,864968,3102272,439244,32765859,deprecated,3436073
26662372,2025-02-21 05:01:31,0x06fa36faf09d76c137cd21df483890a044b61135b0e306349d6d3916c26d9cbb,27,0x7d2de627e9860716213203b94f3c4e1b5b15919217c170dc8c6818be5778ade7,0x6074d50c23edffc18e3c47300e8c2fd491c3e364,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,2.432808592874424e-12,Cerebrum DAO Token,NEURON,18,108,294773,3102272,168298,30326022,deprecated,3436073
26657633,2025-02-21 02:23:33,0x0738d307dd5c076cb531eb06368c5e164cae4b4df497978e6e851f8c163b3839,237,0xe5064c6857d4b2cf0215cfee3204cbfde3249b25d5ddfb009b1ef04ad6f70821,0x6ff5693b99212da76ad316178a184ab56d299b43,0x3568c7a4f7545805e379c264303239781b4e9a79,0x4e98d17c7667f310f1318d84c61f3f57c04873de,8.104962925290262e-14,Cerebrum DAO Token,NEURON,18,133,309313,3031999,227475,39026986,deprecated,3440812
26657633,2025-02-21 02:23:33,0x0738d307dd5c076cb531eb06368c5e164cae4b4df497978e6e851f8c163b3839,237,0xe5064c6857d4b2cf0215cfee3204cbfde3249b25d5ddfb009b1ef04ad6f70821,0x6ff5693b99212da76ad316178a184ab56d299b43,0x3568c7a4f7545805e379c264303239781b4e9a79,0x5d64d14d2cf4fe5fe4e65b1c7e3d11e18d493091,2.0313190288948031e-16,Cerebrum DAO Token,NEURON,18,133,309313,3031999,227475,39026986,deprecated,3440812
26657633,2025-02-21 02:23:33,0x0738d307dd5c076cb531eb06368c5e164cae4b4df497978e6e851f8c163b3839,237,0xe5064c6857d4b2cf0215cfee3204cbfde3249b25d5ddfb009b1ef04ad6f70821,0x77e0c0e305453365ac024943b68dd26ca48c8871,0x3568c7a4f7545805e379c264303239781b4e9a79,0x6ff5693b99212da76ad316178a184ab56d299b43,8.125276115579212e-14,Cerebrum DAO Token,NEURON,18,133,309313,3031999,227475,39026986,deprecated,3440812
26650703,2025-02-20 22:32:33,0x91c5a241e9043a40e12e4da9d778ba73e8e226539ab750885881614b92824154,4,0x5cd7853ef517c9d4476db5946b22d215eea39cabac80fd6553fb62010e528f9c,0x95939235c60aefe1c04c342f2b3c359041656daf,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,1.1813352773719933e-13,Cerebrum DAO Token,NEURON,18,49,227064,4500415,169232,10090655,deprecated,3447742
26595103,2025-02-19 15:39:13,0xfd135f3c6980c22a587601529e4b73bbb1110726b85b694acfda294a7706c783,108,0x3aa2705e6b6d6077b657c781673d0eef270b29a5739ba456b750107ced8770a1,0x9b1f8a2a298129944b83d4f7e3b676f52beb50b6,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,1.3105891088276752e-13,Cerebrum DAO Token,NEURON,18,51,225946,7498323,168274,12121223,deprecated,3503342
26561138,2025-02-18 20:47:03,0x1e0a2be3bc44b28871131813a3bd529b5bb41621c50535f1dc5e0a0cbe7719f4,478,0x88dbc1fa90d6871d6d25038d44aa93e7690c642458877a8ca9883b9f2b6c9edb,0xe36faa3dc46ea4b545c9c10d5142ed235edf96dd,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,4.254210757364355e-14,Cerebrum DAO Token,NEURON,18,37,350061,4344222,259130,8933344,deprecated,3537307
26560931,2025-02-18 20:40:09,0xf8a5a8f5de2345802142f46df80f825d0a3f818d5b22613a50f7359e2909a3f5,13,0x465721c8e3c5656dd168ead4b2e5dfe057879cfc077de8a3adaedae30f3801cf,0xd688ab46dc476a05a093e4442d06ceb348adbda8,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,1.0208325334029923e-13,Cerebrum DAO Token,NEURON,18,55,810387,4505643,210888,9119891,deprecated,3537514
26560931,2025-02-18 20:40:09,0xf8a5a8f5de2345802142f46df80f825d0a3f818d5b22613a50f7359e2909a3f5,13,0x465721c8e3c5656dd168ead4b2e5dfe057879cfc077de8a3adaedae30f3801cf,0xe3e2b3d2138ba7543c74d2f29ea27e7794879e87,0x3568c7a4f7545805e379c264303239781b4e9a79,0xd688ab46dc476a05a093e4442d06ceb348adbda8,1.0208325334029923e-13,Cerebrum DAO Token,NEURON,18,55,810387,4505643,210888,9119891,deprecated,3537514
26560922,2025-02-18 20:39:51,0x5bf6760f49485c19493104bbefb8e2d6f186d35de4555ff6b4fa304bcef0ece0,12,0x146cec4aa922033a99b7bdaa1ee3adf654d602630f9cc78902c35b2376cf5036,0x77e0c0e305453365ac024943b68dd26ca48c8871,0x3568c7a4f7545805e379c264303239781b4e9a79,0xe3e2b3d2138ba7543c74d2f29ea27e7794879e87,1.0208325334029923e-13,Cerebrum DAO Token,NEURON,18,19,1388361,6952135,369156,3684678,deprecated,3537523
26560511,2025-02-18 20:26:09,0x6bd7ab5f1a77d53df2209f31ab0f2b937f9585076564f72eeb2278990677368c,11,0xa7321d293b83423640c9d10ca073629f9ebe84a0fab56af9c20643b43702972d,0xd688ab46dc476a05a093e4442d06ceb348adbda8,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,3.0412546155934665e-13,Cerebrum DAO Token,NEURON,18,17,810309,4912946,210867,2413898,deprecated,3537934
26560511,2025-02-18 20:26:09,0x6bd7ab5f1a77d53df2209f31ab0f2b937f9585076564f72eeb2278990677368c,11,0xa7321d293b83423640c9d10ca073629f9ebe84a0fab56af9c20643b43702972d,0xe3e2b3d2138ba7543c74d2f29ea27e7794879e87,0x3568c7a4f7545805e379c264303239781b4e9a79,0xd688ab46dc476a05a093e4442d06ceb348adbda8,3.0412546155934665e-13,Cerebrum DAO Token,NEURON,18,17,810309,4912946,210867,2413898,deprecated,3537934
26559762,2025-02-18 20:01:11,0xf6f026aa6f30ebaede2784bb3ef4d1410c7d1a474138ea68be90f206593ca274,287392,0x806e648675f177b6d660a1ae38261f22d76d49a56d838f3cc419f427ba292345,0x2dca4feda8e9a8ee43663624b6c90dfbf4565da3,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,8.962078673853713e-15,Cerebrum DAO Token,NEURON,18,21,609138,5730172,302024,3552396,deprecated,3538683
26559762,2025-02-18 20:01:11,0xf6f026aa6f30ebaede2784bb3ef4d1410c7d1a474138ea68be90f206593ca274,287392,0x806e648675f177b6d660a1ae38261f22d76d49a56d838f3cc419f427ba292345,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0x2dca4feda8e9a8ee43663624b6c90dfbf4565da3,8.962078673853713e-15,Cerebrum DAO Token,NEURON,18,21,609138,5730172,302024,3552396,deprecated,3538683
26559761,2025-02-18 20:01:09,0x7a5856f7da2b367c050ab093b64170e7c5122c43a81e26b2ac6690a40850dbf8,32710,0xdb9d1b3a30cceda5fd67fc627e2b0e883de836a42a2fe2540014c6a5f1dda9d1,0xdb6f1920a889355780af7570773609bd8cb1f498,0x3568c7a4f7545805e379c264303239781b4e9a79,0x646ddcd4b78700621ccd0a654425dd1adebe7b89,2.004639308858283e-12,Cerebrum DAO Token,NEURON,18,51,734990,4120177,393290,14018375,deprecated,3538684
26559761,2025-02-18 20:01:09,0x7a5856f7da2b367c050ab093b64170e7c5122c43a81e26b2ac6690a40850dbf8,32710,0xdb9d1b3a30cceda5fd67fc627e2b0e883de836a42a2fe2540014c6a5f1dda9d1,0x77e0c0e305453365ac024943b68dd26ca48c8871,0x3568c7a4f7545805e379c264303239781b4e9a79,0xdb6f1920a889355780af7570773609bd8cb1f498,2.004639308858283e-12,Cerebrum DAO Token,NEURON,18,51,734990,4120177,393290,14018375,deprecated,3538684
26556421,2025-02-18 18:09:49,0x70803484cedb9d7fd0ab106b90e8fb3af1582ba6d981f9e0fbe061f811e33b2f,115,0xf0d98b10f9a613d877fffa5f2e1d0ce5c4799e4d36f9883d1530f90a8bfa4518,0x9562cbd309c466cff835126f246be479308df72b,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,4.010459920677499e-13,Cerebrum DAO Token,NEURON,18,103,6511040,7382075,220238,21391959,deprecated,3542024
26556421,2025-02-18 18:09:49,0x70803484cedb9d7fd0ab106b90e8fb3af1582ba6d981f9e0fbe061f811e33b2f,115,0xf0d98b10f9a613d877fffa5f2e1d0ce5c4799e4d36f9883d1530f90a8bfa4518,0x19ceead7105607cd444f5ad10dd51356436095a1,0x3568c7a4f7545805e379c264303239781b4e9a79,0x9562cbd309c466cff835126f246be479308df72b,4.010459920677499e-13,Cerebrum DAO Token,NEURON,18,103,6511040,7382075,220238,21391959,deprecated,3542024
26549291,2025-02-18 14:12:09,0x842dfb193bf634a1883693c94584f3a33afc825b26ab0994671f63151890c711,1773,0x82dd03e90ab013bf78970db96702c926e03dde497cdf6ec544ede30f46e208f9,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,4.853911990638586e-14,Cerebrum DAO Token,NEURON,18,104,702505,2920467,181409,31175785,deprecated,3549154
26549291,2025-02-18 14:12:09,0x842dfb193bf634a1883693c94584f3a33afc825b26ab0994671f63151890c711,1773,0x82dd03e90ab013bf78970db96702c926e03dde497cdf6ec544ede30f46e208f9,0xe30db1c12b250acd85c78ac5e40510c410abc902,0x3568c7a4f7545805e379c264303239781b4e9a79,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,4.853911990638586e-14,Cerebrum DAO Token,NEURON,18,104,702505,2920467,181409,31175785,deprecated,3549154
26530127,2025-02-18 03:33:21,0x065900c5e4cc2c7ab35c6919b1a8658b405779e3f19611d0c8bfde28f58ef014,970,0x97529c04bda966b93c8d7da23bb85b8277025afecc8cf33bd1e3845203cd70d5,0xdae5f1a2bbf141d099101dc054f41b48d8c5c207,0x3568c7a4f7545805e379c264303239781b4e9a79,0xeed51577cccfac9a19871f0b1b986a7707f672ae,2.5623249394378757e-12,Cerebrum DAO Token,NEURON,18,44,157329,4036340,47465,8273411,deprecated,3568318
26522456,2025-02-17 23:17:39,0x77b1b349fff785264b0d917bfe9ff5ab5bb5bf1ddac83ccf7250d19b0413013b,156,0x611643cd7a84e5cbc76849ac35bab62c73efa55ed29e363bd7fe5071928b239d,0xd688ab46dc476a05a093e4442d06ceb348adbda8,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,2.199078995895441e-13,Cerebrum DAO Token,NEURON,18,127,392882,2864296,301885,32246871,deprecated,3575989
26522456,2025-02-17 23:17:39,0x77b1b349fff785264b0d917bfe9ff5ab5bb5bf1ddac83ccf7250d19b0413013b,156,0x611643cd7a84e5cbc76849ac35bab62c73efa55ed29e363bd7fe5071928b239d,0x02e032110f83162dd5b69d62f4bed3883069f2c7,0x3568c7a4f7545805e379c264303239781b4e9a79,0xd688ab46dc476a05a093e4442d06ceb348adbda8,2.199078995895441e-13,Cerebrum DAO Token,NEURON,18,127,392882,2864296,301885,32246871,deprecated,3575989
26498806,2025-02-17 10:09:19,0xef0d34230e22d0fd47d8b59d69a9c9a0188b6d36aad292689f440dbf8313389b,490,0xdbd6aedff462a58e4a4e851912af7c417cc155ecb0903238cf6b6cc650a4e9db,0xc95f3db1bd00f12b334c98c1713476d91338cb67,0x3568c7a4f7545805e379c264303239781b4e9a79,0x0000000000000000000000000000000000000000,4.003328351097829e-12,Cerebrum DAO Token,NEURON,18,308,153546,2413530,130306,60366566,deprecated,3599639
26498717,2025-02-17 10:06:21,0x95e9868baecae9e187861e7b293f4129393de3565f4be06663e471e3e5fbeca1,141070,0x15ea2ac06b509d1db44f211826faefb7e28d09d12e8ef20e17e660ef3d41f91e,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,2.0669959247424572e-14,Cerebrum DAO Token,NEURON,18,6,338110,135840066,270180,1107088,deprecated,3599728
26498715,2025-02-17 10:06:17,0x84b78ab12f7f2d38486029d561c22ba63f53bb59fec1e127a4f2b429184adfc9,33721,0x260a8a21b2729051612b869674edd4151081761782f5e60804c47133c57cda20,0xdb6f1920a889355780af7570773609bd8cb1f498,0x3568c7a4f7545805e379c264303239781b4e9a79,0xc95f3db1bd00f12b334c98c1713476d91338cb67,4.003328351097829e-12,Cerebrum DAO Token,NEURON,18,56,832212,4579228,456122,15823495,deprecated,3599730
26498715,2025-02-17 10:06:17,0x84b78ab12f7f2d38486029d561c22ba63f53bb59fec1e127a4f2b429184adfc9,33721,0x260a8a21b2729051612b869674edd4151081761782f5e60804c47133c57cda20,0x77e0c0e305453365ac024943b68dd26ca48c8871,0x3568c7a4f7545805e379c264303239781b4e9a79,0xdb6f1920a889355780af7570773609bd8cb1f498,4.003328351097829e-12,Cerebrum DAO Token,NEURON,18,56,832212,4579228,456122,15823495,deprecated,3599730
26496551,2025-02-17 08:54:09,0xc04bd56fffccb84c9a54e6d31a646f365413f9bed5e771e06b49e8e936d1c515,1519,0x946cdf1ceafe105357ba0b7e305c549c4eb77c6003db128f4d25d3dc73a6822d,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0x2231ab3d89335ee52b4810f94389381f4366fff2,3.5989910677591875e-17,Cerebrum DAO Token,NEURON,18,108,533243,3711745,392482,32504018,deprecated,3601894
26496551,2025-02-17 08:54:09,0xc04bd56fffccb84c9a54e6d31a646f365413f9bed5e771e06b49e8e936d1c515,1519,0x946cdf1ceafe105357ba0b7e305c549c4eb77c6003db128f4d25d3dc73a6822d,0x6a57a0579e91a5b7ce9c2d08b93e1a9b995f974f,0x3568c7a4f7545805e379c264303239781b4e9a79,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,1.1996636892530624e-14,Cerebrum DAO Token,NEURON,18,108,533243,3711745,392482,32504018,deprecated,3601894
26496551,2025-02-17 08:54:09,0xc04bd56fffccb84c9a54e6d31a646f365413f9bed5e771e06b49e8e936d1c515,1519,0x946cdf1ceafe105357ba0b7e305c549c4eb77c6003db128f4d25d3dc73a6822d,0x6a57a0579e91a5b7ce9c2d08b93e1a9b995f974f,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,4.7986547570122495e-14,Cerebrum DAO Token,NEURON,18,108,533243,3711745,392482,32504018,deprecated,3601894
26496551,2025-02-17 08:54:09,0xc04bd56fffccb84c9a54e6d31a646f365413f9bed5e771e06b49e8e936d1c515,1519,0x946cdf1ceafe105357ba0b7e305c549c4eb77c6003db128f4d25d3dc73a6822d,0x1c34e4e4538bf91e6f30d8ed026061ea3e5c4e05,0x3568c7a4f7545805e379c264303239781b4e9a79,0x6a57a0579e91a5b7ce9c2d08b93e1a9b995f974f,5.998318446265312e-14,Cerebrum DAO Token,NEURON,18,108,533243,3711745,392482,32504018,deprecated,3601894
26496078,2025-02-17 08:38:23,0x8a33af4c72e47f95b8279b16ac5838dc7425d80eb6592ee8e1b9096568bae782,260107,0x9b7f38cedd3459b2420eeca27b299e552fa410191e3ada1f177ef20ef0faffa5,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0x2231ab3d89335ee52b4810f94389381f4366fff2,4.367129498965328e-17,Cerebrum DAO Token,NEURON,18,15,390050,38685513,274161,1277110,deprecated,3602367
26496078,2025-02-17 08:38:23,0x8a33af4c72e47f95b8279b16ac5838dc7425d80eb6592ee8e1b9096568bae782,260107,0x9b7f38cedd3459b2420eeca27b299e552fa410191e3ada1f177ef20ef0faffa5,0x77e0c0e305453365ac024943b68dd26ca48c8871,0x3568c7a4f7545805e379c264303239781b4e9a79,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,1.4557098329884426e-14,Cerebrum DAO Token,NEURON,18,15,390050,38685513,274161,1277110,deprecated,3602367
26496077,2025-02-17 08:38:21,0x03bff7edf31354d3fe2b14f04d1600f97d7851a1ea3fa071ae7ddd2750b7c17d,9806,0x75cba5a298264584fa631aa3565917e5ce3548fe39c4012620344c198bbbb092,0x69135ce4cc73e6e34b46788c13fd0fd4d446dcc6,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,2.530534018895537e-12,Cerebrum DAO Token,NEURON,18,167,2000000,2487329,265210,41625732,deprecated,3602368
26496077,2025-02-17 08:38:21,0x03bff7edf31354d3fe2b14f04d1600f97d7851a1ea3fa071ae7ddd2750b7c17d,9806,0x75cba5a298264584fa631aa3565917e5ce3548fe39c4012620344c198bbbb092,0xee6629d668fd86d1d3533c49d1a4ddfe6b8dbb45,0x3568c7a4f7545805e379c264303239781b4e9a79,0x69135ce4cc73e6e34b46788c13fd0fd4d446dcc6,2.530534018895537e-12,Cerebrum DAO Token,NEURON,18,167,2000000,2487329,265210,41625732,deprecated,3602368
26493451,2025-02-17 07:10:49,0x56fd045fccf899e599dfce392319cdbda9036bc3cc6c098c03327b0ac896894f,281600,0x5a18267d89da76eab51d7d107897bd99ef667274cf7da88361a08272b907c0df,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0x2231ab3d89335ee52b4810f94389381f4366fff2,2.2460655242124065e-17,Cerebrum DAO Token,NEURON,18,24,390342,11240443,274387,3942208,deprecated,3604994
26493451,2025-02-17 07:10:49,0x56fd045fccf899e599dfce392319cdbda9036bc3cc6c098c03327b0ac896894f,281600,0x5a18267d89da76eab51d7d107897bd99ef667274cf7da88361a08272b907c0df,0x77e0c0e305453365ac024943b68dd26ca48c8871,0x3568c7a4f7545805e379c264303239781b4e9a79,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,7.486885080708022e-15,Cerebrum DAO Token,NEURON,18,24,390342,11240443,274387,3942208,deprecated,3604994
26493449,2025-02-17 07:10:45,0x0e70b446c6193689e7f83bd3e931cda001eef2ee6c341500e2b30918fee1683b,9769,0xc536c47b5ed448405c8efe40182db42312224ee872fa28cc06e5f34919416232,0x69135ce4cc73e6e34b46788c13fd0fd4d446dcc6,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,2.5e-12,Cerebrum DAO Token,NEURON,18,123,2000000,2070342,327339,29327750,deprecated,3604996
26493449,2025-02-17 07:10:45,0x0e70b446c6193689e7f83bd3e931cda001eef2ee6c341500e2b30918fee1683b,9769,0xc536c47b5ed448405c8efe40182db42312224ee872fa28cc06e5f34919416232,0xee6629d668fd86d1d3533c49d1a4ddfe6b8dbb45,0x3568c7a4f7545805e379c264303239781b4e9a79,0x69135ce4cc73e6e34b46788c13fd0fd4d446dcc6,2.5e-12,Cerebrum DAO Token,NEURON,18,123,2000000,2070342,327339,29327750,deprecated,3604996
26465971,2025-02-16 15:54:49,0xbac42767e48f324063450e3a6d0c7403f53b1201e2507b0ecac56a2c698956d8,45,0x7a2567ca0cbd5d950f8648a1e26fb7a3baf0a40f48aa09e13e046f1fd2d976d7,0xe2058f1632444f209babcccce54486e75eaaaae8,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,1.2522487838266518e-13,Cerebrum DAO Token,NEURON,18,80,548232,3100072,297444,28759142,deprecated,3632474
26378964,2025-02-14 15:34:35,0xacd31d5020526b8821a577a906b75ebc86f6f933bce8f3ce06f851f7763b1725,392,0xefc097ecf02b75e9d41fda6c92129f1528e8890fbc68518e9cf7b93412053ec5,0x0c3ec24479949ffd57fd151f9101a3278edcaa69,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,6.672964371831521e-14,Cerebrum DAO Token,NEURON,18,46,236807,8116476,179137,16372007,deprecated,3719481
26344801,2025-02-13 20:35:49,0xb261b281ac8d036ca550f9ab186f4bca515c33c8d78d3bf1d16f307463294dd1,228,0x653204d6e95f760316bccc6e61e96c01c9e9f27a0714b45faa3da47504b0637a,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0x2231ab3d89335ee52b4810f94389381f4366fff2,2.7233408596574588e-17,Cerebrum DAO Token,NEURON,18,47,1182581,8836782,498279,15366218,deprecated,3753644
26344801,2025-02-13 20:35:49,0xb261b281ac8d036ca550f9ab186f4bca515c33c8d78d3bf1d16f307463294dd1,228,0x653204d6e95f760316bccc6e61e96c01c9e9f27a0714b45faa3da47504b0637a,0x6a57a0579e91a5b7ce9c2d08b93e1a9b995f974f,0x3568c7a4f7545805e379c264303239781b4e9a79,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,9.077802865524863e-15,Cerebrum DAO Token,NEURON,18,47,1182581,8836782,498279,15366218,deprecated,3753644
26344801,2025-02-13 20:35:49,0xb261b281ac8d036ca550f9ab186f4bca515c33c8d78d3bf1d16f307463294dd1,228,0x653204d6e95f760316bccc6e61e96c01c9e9f27a0714b45faa3da47504b0637a,0x6a57a0579e91a5b7ce9c2d08b93e1a9b995f974f,0x3568c7a4f7545805e379c264303239781b4e9a79,0x77e0c0e305453365ac024943b68dd26ca48c8871,1.7211586710503126e-13,Cerebrum DAO Token,NEURON,18,47,1182581,8836782,498279,15366218,deprecated,3753644
26344801,2025-02-13 20:35:49,0xb261b281ac8d036ca550f9ab186f4bca515c33c8d78d3bf1d16f307463294dd1,228,0x653204d6e95f760316bccc6e61e96c01c9e9f27a0714b45faa3da47504b0637a,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,0x3568c7a4f7545805e379c264303239781b4e9a79,0x6a57a0579e91a5b7ce9c2d08b93e1a9b995f974f,1.8119366997055617e-13,Cerebrum DAO Token,NEURON,18,47,1182581,8836782,498279,15366218,deprecated,3753644
26344801,2025-02-13 20:35:49,0xb261b281ac8d036ca550f9ab186f4bca515c33c8d78d3bf1d16f307463294dd1,228,0x653204d6e95f760316bccc6e61e96c01c9e9f27a0714b45faa3da47504b0637a,0x9d2b7f53e65faa86f8f08f177fcb81b1d7b603c8,0x3568c7a4f7545805e379c264303239781b4e9a79,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,1.8119366997055617e-13,Cerebrum DAO Token,NEURON,18,47,1182581,8836782,498279,15366218,deprecated,3753644
26331356,2025-02-13 13:07:39,0x15b5b82a6d30c9dafcb9adca79233bce50f3033ac4556423cd3a91e56f645538,133409,0x8124e8d87998360258272bcffd7fd770f0662a0f2f2fab350952a7869a34bea3,0xc8ffeff4469642b42e0e841d89153e4fac70c5f2,0x3568c7a4f7545805e379c264303239781b4e9a79,0x2231ab3d89335ee52b4810f94389381f4366fff2,9.043914144016978e-17,Cerebrum DAO Token,NEURON,18,1,341309,288189470,272357,316244,deprecated,3767089
