public_metrics,edit_history_tweet_ids,text,created_at,id,referenced_tweets,entities,attachments,like_count,retweet_count
"{'retweet_count': 8, 'reply_count': 12, 'like_count': 39, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1599}",['1860998047557116189'],"Our weekly digest on Neuroscience is here, check the thread to learn about the news and updates from the Neuroscience industry. 🧠

Thread below 🧵 https://t.co/Q0MCtRG9f0",2024-11-25 10:44:44+00:00,1860998047557116189,,"{'urls': [{'start': 146, 'end': 169, 'url': 'https://t.co/Q0MCtRG9f0', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1860998047557116189/photo/1', 'display_url': 'pic.x.com/Q0MCtRG9f0', 'media_key': '3_1860996314927861760'}], 'annotations': [{'start': 21, 'end': 32, 'probability': 0.5339, 'type': 'Other', 'normalized_text': 'Neuroscience'}, {'start': 105, 'end': 116, 'probability': 0.444, 'type': 'Other', 'normalized_text': 'Neuroscience'}]}",{'media_keys': ['3_1860996314927861760']},39,8
"{'retweet_count': 0, 'reply_count': 3, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1138}",['1860975348634075305'],"@0xminion @bioprotocol @vita_dao @psy_dao @HairDAO_ We are happy to be one of the first projects to launch with Bio Protocol focused on Neuroscience and Brain Health 🧠

DeSci is making ripples and it’s amazing to see the community grow interest in science. Let’s keep up the good work!",2024-11-25 09:14:33+00:00,1860975348634075305,"[{'type': 'replied_to', 'id': '1860939009729642627'}]","{'mentions': [{'start': 0, 'end': 9, 'username': '0xminion', 'id': '159227459'}, {'start': 10, 'end': 22, 'username': 'bioprotocol', 'id': '1531639904567971840'}, {'start': 23, 'end': 32, 'username': 'vita_dao', 'id': '1361314891425067009'}, {'start': 33, 'end': 41, 'username': 'psy_dao', 'id': '1445488879801233425'}, {'start': 42, 'end': 51, 'username': 'HairDAO_', 'id': '1460612851857514504'}], 'annotations': [{'start': 112, 'end': 123, 'probability': 0.7289, 'type': 'Other', 'normalized_text': 'Bio Protocol'}, {'start': 136, 'end': 147, 'probability': 0.5496, 'type': 'Other', 'normalized_text': 'Neuroscience'}, {'start': 153, 'end': 164, 'probability': 0.663, 'type': 'Other', 'normalized_text': 'Brain Health'}, {'start': 169, 'end': 173, 'probability': 0.7193, 'type': 'Other', 'normalized_text': 'DeSci'}]}",,5,0
"{'retweet_count': 78, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1860805194851725743'],"RT @bioprotocol: BIO Ecosystem Monthly Update (November)

• @BinanceLabs invests in BIO
• CZ &amp; Vitalik crash DeSci Builders Day
• https://t…",2024-11-24 21:58:25+00:00,1860805194851725743,"[{'type': 'retweeted', 'id': '1860792472919855427'}]","{'mentions': [{'start': 3, 'end': 15, 'username': 'bioprotocol', 'id': '1531639904567971840'}, {'start': 60, 'end': 72, 'username': 'BinanceLabs', 'id': '1852207540475498496'}], 'annotations': [{'start': 17, 'end': 19, 'probability': 0.3884, 'type': 'Other', 'normalized_text': 'BIO'}, {'start': 99, 'end': 105, 'probability': 0.5193, 'type': 'Other', 'normalized_text': 'Vitalik'}]}",,0,78
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 10, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1369}",['1860729154305396913'],@Rewkang Brains helping brains $NEURON is here to support brain health and Neuroscience. We are one of the early projects in DeSci. Thanks for all the support! 🧠🧪,2024-11-24 16:56:15+00:00,1860729154305396913,"[{'type': 'replied_to', 'id': '1860722553326850398'}]","{'mentions': [{'start': 0, 'end': 8, 'username': 'Rewkang', 'id': '1138033434'}], 'annotations': [{'start': 32, 'end': 37, 'probability': 0.6511, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 125, 'end': 129, 'probability': 0.376, 'type': 'Place', 'normalized_text': 'DeSci'}], 'cashtags': [{'start': 31, 'end': 38, 'tag': 'NEURON'}]}",,10,0
"{'retweet_count': 250, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1860728905662894403'],"RT @Rewkang: The DeSci space right now feels like the early 2019 DeFi days. Everything is still raw, experimental, but there's an underlyin…",2024-11-24 16:55:16+00:00,1860728905662894403,"[{'type': 'retweeted', 'id': '1860722553326850398'}]","{'mentions': [{'start': 3, 'end': 11, 'username': 'Rewkang', 'id': '1138033434'}], 'annotations': [{'start': 17, 'end': 21, 'probability': 0.5113, 'type': 'Other', 'normalized_text': 'DeSci'}]}",,0,250
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 186}",['1860714305550754198'],"@CryptoWendyO DeSci is a must, look into $NEURON we are working to progress Brain health and Neuroscience",2024-11-24 15:57:15+00:00,1860714305550754198,"[{'type': 'replied_to', 'id': '1860696877768790514'}]","{'mentions': [{'start': 0, 'end': 13, 'username': 'CryptoWendyO', 'id': '935742315389444096'}], 'annotations': [{'start': 14, 'end': 18, 'probability': 0.6926, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 42, 'end': 47, 'probability': 0.5887, 'type': 'Other', 'normalized_text': 'NEURON'}], 'cashtags': [{'start': 41, 'end': 48, 'tag': 'NEURON'}]}",,2,1
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 62}",['1860713867132698703'],@notthreadguy It’s also the best use case for crypto 🧠,2024-11-24 15:55:30+00:00,1860713867132698703,"[{'type': 'replied_to', 'id': '1860606733850382482'}]","{'mentions': [{'start': 0, 'end': 13, 'username': 'notthreadguy', 'id': '1426732252768182281'}], 'annotations': [{'start': 46, 'end': 51, 'probability': 0.8656, 'type': 'Other', 'normalized_text': 'crypto'}]}",,2,0
"{'retweet_count': 2, 'reply_count': 7, 'like_count': 24, 'quote_count': 0, 'bookmark_count': 3, 'impression_count': 2348}",['1860713371684757996'],"Who are the best KOLs in the space right now? Who is actually driving his/her community to promote and build DeSci and not just here for a quick buck.

Share with us 👇🏻",2024-11-24 15:53:32+00:00,1860713371684757996,,"{'annotations': [{'start': 17, 'end': 20, 'probability': 0.5889, 'type': 'Other', 'normalized_text': 'KOLs'}, {'start': 109, 'end': 113, 'probability': 0.6388, 'type': 'Other', 'normalized_text': 'DeSci'}]}",,24,2
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 59}",['1860711983768629415'],@notthreadguy A new way to do science…DeSci - Brains helping brains 🧠,2024-11-24 15:48:01+00:00,1860711983768629415,"[{'type': 'replied_to', 'id': '1860490944438763948'}]","{'mentions': [{'start': 0, 'end': 13, 'username': 'notthreadguy', 'id': '1426732252768182281'}], 'annotations': [{'start': 38, 'end': 51, 'probability': 0.6713, 'type': 'Other', 'normalized_text': 'DeSci - Brains'}]}",,2,0
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 27, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1677}",['1860711357999468806'],"The movement is real, everyone is flocking into DeSci and quickly learning that it’s probably one of the best use cases for crypto. 🧠 https://t.co/pb4SD4SOED",2024-11-24 15:45:32+00:00,1860711357999468806,"[{'type': 'quoted', 'id': '1858142455410909596'}]","{'urls': [{'start': 134, 'end': 157, 'url': 'https://t.co/pb4SD4SOED', 'expanded_url': 'https://twitter.com/sjdedic/status/1858142455410909596', 'display_url': 'x.com/sjdedic/status…'}], 'annotations': [{'start': 48, 'end': 52, 'probability': 0.7493, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 124, 'end': 129, 'probability': 0.7072, 'type': 'Other', 'normalized_text': 'crypto'}]}",,27,2
"{'retweet_count': 11, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1860620376033702155'],RT @bioprotocol: open source biology https://t.co/MSkUzzkAuo,2024-11-24 09:44:00+00:00,1860620376033702155,"[{'type': 'retweeted', 'id': '1860571561331425532'}]","{'mentions': [{'start': 3, 'end': 15, 'username': 'bioprotocol', 'id': '1531639904567971840'}], 'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/MSkUzzkAuo', 'expanded_url': 'https://x.com/bioprotocol/status/1860571561331425532/photo/1', 'display_url': 'pic.x.com/MSkUzzkAuo', 'media_key': '3_1860571556067631104'}]}","{'media_source_tweet_id': ['1860571561331425532'], 'media_keys': ['3_1860571556067631104']}",0,11
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 229}",['1860356575346491627'],"@bsc_daily @cz_binance @VitalikButerin DeSci is here, empower your brains 🧠",2024-11-23 16:15:45+00:00,1860356575346491627,"[{'type': 'replied_to', 'id': '1860274043573928157'}]","{'mentions': [{'start': 0, 'end': 10, 'username': 'bsc_daily', 'id': '1358688239037546500'}, {'start': 11, 'end': 22, 'username': 'cz_binance', 'id': '902926941413453824'}, {'start': 23, 'end': 38, 'username': 'VitalikButerin', 'id': '295218901'}], 'annotations': [{'start': 39, 'end': 43, 'probability': 0.683, 'type': 'Other', 'normalized_text': 'DeSci'}]}",,4,0
"{'retweet_count': 260, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1860356423223296168'],"RT @bsc_daily: 🧪Decentralized Science (DeSci) Landscape - Notable Projects &amp; Memecoins

Decentralized Science (DeSci) has recently gained s…",2024-11-23 16:15:09+00:00,1860356423223296168,"[{'type': 'retweeted', 'id': '1860274043573928157'}]","{'mentions': [{'start': 3, 'end': 13, 'username': 'bsc_daily', 'id': '1358688239037546500'}]}",,0,260
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 61}",['1860043579894497323'],@0xmazyar We are already on Uniswap - https://t.co/cK0uyEoAbO,2024-11-22 19:32:02+00:00,1860043579894497323,"[{'type': 'replied_to', 'id': '1860042532153098621'}]","{'mentions': [{'start': 0, 'end': 9, 'username': '0xmazyar', 'id': '741337862877118465'}], 'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/cK0uyEoAbO', 'expanded_url': 'https://coinmarketcap.com/currencies/cerebrum-dao/', 'display_url': 'coinmarketcap.com/currencies/cer…', 'status': 200, 'title': 'Cerebrum DAO price today, NEURON to USD live price, marketcap and chart | CoinMarketCap', 'description': 'The live Cerebrum DAO price today is $0.001059 USD with a 24-hour trading volume of $330,408.97 USD. We update our NEURON to USD price in real-time.', 'unwound_url': 'https://coinmarketcap.com/currencies/cerebrum-dao/'}], 'annotations': [{'start': 28, 'end': 34, 'probability': 0.8676, 'type': 'Other', 'normalized_text': 'Uniswap'}]}",,1,0
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 13, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1169}",['1860041662627742024'],"Special thanks to everyone that is contributing to advancing science
@bioprotocol @zacxbt @this_investor @paulkhls @Molecule_dao @catalyst_xyz @jamessinka @bmagierski @vita_dao @jollygreenmoney @melnykowycz @VitalikButerin @cz_binance @hubermanlab @marcvanderchijs @DesciWeekly",2024-11-22 19:24:24+00:00,1860041662627742024,"[{'type': 'replied_to', 'id': '1860041660119568669'}]","{'mentions': [{'start': 69, 'end': 81, 'username': 'bioprotocol', 'id': '1531639904567971840'}, {'start': 82, 'end': 89, 'username': 'zacxbt', 'id': '886765719391789057'}, {'start': 90, 'end': 104, 'username': 'this_investor', 'id': '1685655263989129216'}, {'start': 105, 'end': 114, 'username': 'paulkhls', 'id': '4811642364'}, {'start': 115, 'end': 128, 'username': 'Molecule_dao', 'id': '981035585933627392'}, {'start': 129, 'end': 142, 'username': 'catalyst_xyz', 'id': '1803140992498810880'}, {'start': 143, 'end': 154, 'username': 'jamessinka', 'id': '754330860405547008'}, {'start': 155, 'end': 166, 'username': 'bmagierski', 'id': '6492452'}, {'start': 167, 'end': 176, 'username': 'vita_dao', 'id': '1361314891425067009'}, {'start': 177, 'end': 193, 'username': 'jollygreenmoney', 'id': '1328233564844953601'}, {'start': 194, 'end': 206, 'username': 'melnykowycz', 'id': '16837215'}, {'start': 207, 'end': 222, 'username': 'VitalikButerin', 'id': '295218901'}, {'start': 223, 'end': 234, 'username': 'cz_binance', 'id': '902926941413453824'}, {'start': 235, 'end': 247, 'username': 'hubermanlab', 'id': '4416456732'}, {'start': 248, 'end': 264, 'username': 'marcvanderchijs', 'id': '46847773'}, {'start': 265, 'end': 277, 'username': 'DesciWeekly', 'id': '1517937069200453632'}]}",,13,1
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 12, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1287}",['1860041660119568669'],"7/7 Everything you need in one place - https://t.co/67hjc7736M

Level up your brain power! 🧠🔝",2024-11-22 19:24:24+00:00,1860041660119568669,"[{'type': 'replied_to', 'id': '1860041654209773747'}]","{'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/67hjc7736M', 'expanded_url': 'https://linktr.ee/cerebrumdao', 'display_url': 'linktr.ee/cerebrumdao', 'images': [{'url': 'https://pbs.twimg.com/news_img/1860041702960168961/LqQQK76J?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1860041702960168961/LqQQK76J?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Cerebrum DAO | Twitter | Linktree', 'description': 'A global community sourcing and nurturing solutions to advance brain health.', 'unwound_url': 'https://linktr.ee/cerebrumdao'}]}",,12,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1075}",['1860041654209773747'],"6/7 Join us in revolutionizing brain health research! $NEURON isn't just a token - it's your key to participating in groundbreaking neuroscience developments. Together, we're ensuring our bodies don't outlive our brains. https://t.co/7CFUyccjfo",2024-11-22 19:24:22+00:00,1860041654209773747,"[{'type': 'replied_to', 'id': '1860041650506203289'}]","{'urls': [{'start': 221, 'end': 244, 'url': 'https://t.co/7CFUyccjfo', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1860041654209773747/photo/1', 'display_url': 'pic.x.com/7CFUyccjfo', 'media_key': '3_1860039705418448897'}], 'annotations': [{'start': 55, 'end': 60, 'probability': 0.5155, 'type': 'Other', 'normalized_text': 'NEURON'}], 'cashtags': [{'start': 54, 'end': 61, 'tag': 'NEURON'}]}",{'media_keys': ['3_1860039705418448897']},12,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 13, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 950}",['1860041650506203289'],"5/7 Why it matters? 
The traditional path from research to treatment can take 30+ years. Through our IP-NFT model and community governance, we're accelerating breakthrough solutions for Alzheimer's and brain health. 🧠",2024-11-22 19:24:22+00:00,1860041650506203289,"[{'type': 'replied_to', 'id': '1860041647201091961'}]","{'annotations': [{'start': 186, 'end': 194, 'probability': 0.9168, 'type': 'Other', 'normalized_text': 'Alzheimer'}, {'start': 196, 'end': 196, 'probability': 0.5512, 'type': 'Other', 'normalized_text': 's'}]}",,13,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1042}",['1860041647201091961'],"(D) Arctic: Leveraging genomics to accelerate drug development, with lead compound AT-001 targeting HCCAA &amp; Alzheimer's Disease.

Read more: https://t.co/w5Jv8uHqi7 https://t.co/R00AFoyhZr",2024-11-22 19:24:21+00:00,1860041647201091961,"[{'type': 'replied_to', 'id': '1860041641559752874'}]","{'urls': [{'start': 145, 'end': 168, 'url': 'https://t.co/w5Jv8uHqi7', 'expanded_url': 'https://snapshot.org/#/cerebrumdao.eth/proposal/0xa1b478c6199d3e157e2db7124f2f789b59ee314974f2b7e054f7237cdc4252d4', 'display_url': 'snapshot.org/#/cerebrumdao.…', 'status': 200, 'title': 'Snapshot', 'unwound_url': 'https://snapshot.org/#/cerebrumdao.eth/proposal/0xa1b478c6199d3e157e2db7124f2f789b59ee314974f2b7e054f7237cdc4252d4'}, {'start': 169, 'end': 192, 'url': 'https://t.co/R00AFoyhZr', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1860041647201091961/photo/1', 'display_url': 'pic.x.com/R00AFoyhZr', 'media_key': '3_1860039643250499584'}], 'annotations': [{'start': 4, 'end': 9, 'probability': 0.4303, 'type': 'Other', 'normalized_text': 'Arctic'}, {'start': 85, 'end': 88, 'probability': 0.5639, 'type': 'Other', 'normalized_text': '-001'}, {'start': 100, 'end': 104, 'probability': 0.7376, 'type': 'Other', 'normalized_text': 'HCCAA'}, {'start': 112, 'end': 130, 'probability': 0.9795, 'type': 'Other', 'normalized_text': ""Alzheimer's Disease""}]}",{'media_keys': ['3_1860039643250499584']},12,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 14, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1227}",['1860041641559752874'],"(C) Percepta: Boosting the Brain - developed from the amazing Cat’s Claw and Oolong Tea, with over 30+ patents. World's first IPT for human data study and patented IP, and will be the world's first IP-NFT to receive royalty revenue. Coming soon on @catalyst_xyz

Read more: https://t.co/JPAeKvuif4",2024-11-22 19:24:19+00:00,1860041641559752874,"[{'type': 'replied_to', 'id': '1860041636899881216'}]","{'mentions': [{'start': 248, 'end': 261, 'username': 'catalyst_xyz', 'id': '1803140992498810880'}], 'urls': [{'start': 274, 'end': 297, 'url': 'https://t.co/JPAeKvuif4', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1860041641559752874/photo/1', 'display_url': 'pic.x.com/JPAeKvuif4', 'media_key': '3_1860039006035075072'}], 'annotations': [{'start': 66, 'end': 66, 'probability': 0.518, 'type': 'Other', 'normalized_text': 's'}, {'start': 77, 'end': 82, 'probability': 0.5493, 'type': 'Other', 'normalized_text': 'Oolong'}]}",{'media_keys': ['3_1860039006035075072']},14,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1383}",['1860041636899881216'],"(B) Transfidelity: preventing neurodegenerative diseases by improving the accuracy of protein synthesis, reducing the formation of harmful protein aggregates. IPT sold on @catalyst_xyz 

Read more: https://t.co/rN9eWku6iW https://t.co/iNEqViwwd0",2024-11-22 19:24:18+00:00,1860041636899881216,"[{'type': 'replied_to', 'id': '1860041633141563558'}]","{'mentions': [{'start': 171, 'end': 184, 'username': 'catalyst_xyz', 'id': '1803140992498810880'}], 'urls': [{'start': 198, 'end': 221, 'url': 'https://t.co/rN9eWku6iW', 'expanded_url': 'https://snapshot.org/#/cerebrumdao.eth/proposal/0xb9bc9e9f0c588ef503047dec94a2148fe44c6084c59abc7486ecc713101cc152', 'display_url': 'snapshot.org/#/cerebrumdao.…', 'status': 200, 'title': 'Snapshot', 'unwound_url': 'https://snapshot.org/#/cerebrumdao.eth/proposal/0xb9bc9e9f0c588ef503047dec94a2148fe44c6084c59abc7486ecc713101cc152'}, {'start': 222, 'end': 245, 'url': 'https://t.co/iNEqViwwd0', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1860041636899881216/photo/1', 'display_url': 'pic.x.com/iNEqViwwd0', 'media_key': '3_1860039532013359104'}], 'annotations': [{'start': 159, 'end': 161, 'probability': 0.5968, 'type': 'Other', 'normalized_text': 'IPT'}]}",{'media_keys': ['3_1860039532013359104']},12,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 16, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1483}",['1860041633141563558'],"4/7 Projects we’ve funded so far:

(A) Fission Pharma: is developing a protein-protein interaction inhibitor drug that cuts the link between chronic inflammation and mitochondrial dysfunction to treat multiple age-related and neurodegenerative diseases to extend human lifespan.",2024-11-22 19:24:17+00:00,1860041633141563558,"[{'type': 'replied_to', 'id': '1860041630667145296'}]","{'annotations': [{'start': 39, 'end': 52, 'probability': 0.9126, 'type': 'Other', 'normalized_text': 'Fission Pharma'}]}",,16,0
"{'retweet_count': 2, 'reply_count': 1, 'like_count': 18, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1801}",['1860041630667145296'],"3/7 Core utility: $NEURON enables holders to can shape the future of brain science through participation:

- Voting on IP project funding
- Early access to exclusive products
- Treasury management
- Discounts on specific products
&amp; much more 🧠

This is truly #DeSci in action!",2024-11-22 19:24:17+00:00,1860041630667145296,"[{'type': 'replied_to', 'id': '1860041628209267136'}]","{'hashtags': [{'start': 263, 'end': 269, 'tag': 'DeSci'}], 'annotations': [{'start': 19, 'end': 24, 'probability': 0.686, 'type': 'Other', 'normalized_text': 'NEURON'}], 'cashtags': [{'start': 18, 'end': 25, 'tag': 'NEURON'}]}",,18,2
"{'retweet_count': 1, 'reply_count': 2, 'like_count': 16, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1744}",['1860041628209267136'],"2/7 $NEURON serves as the cognitive blueprint of the ecosystem. We are a decentralised community of enthusiasts, academics, KOLs and funders.",2024-11-22 19:24:16+00:00,1860041628209267136,"[{'type': 'replied_to', 'id': '1860041625701159371'}]","{'annotations': [{'start': 5, 'end': 10, 'probability': 0.6326, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 124, 'end': 127, 'probability': 0.5771, 'type': 'Other', 'normalized_text': 'KOLs'}], 'cashtags': [{'start': 4, 'end': 11, 'tag': 'NEURON'}]}",,16,1
"{'retweet_count': 37, 'reply_count': 22, 'like_count': 133, 'quote_count': 5, 'bookmark_count': 29, 'impression_count': 26778}",['1860041625701159371'],"🧠 1/7 Introducing $NEURON, the Cerebrum DAO governance and utility token. We're building the world's largest community focused on improving brain health and funding solutions that treat neurodegenerative diseases like Alzheimer’s. 

Explore more on the🧵👇",2024-11-22 19:24:16+00:00,1860041625701159371,,"{'annotations': [{'start': 19, 'end': 24, 'probability': 0.4687, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 31, 'end': 42, 'probability': 0.5724, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 218, 'end': 228, 'probability': 0.602, 'type': 'Other', 'normalized_text': 'Alzheimer’s'}], 'cashtags': [{'start': 18, 'end': 25, 'tag': 'NEURON'}]}",,133,37
"{'retweet_count': 1, 'reply_count': 3, 'like_count': 17, 'quote_count': 2, 'bookmark_count': 0, 'impression_count': 1559}",['1859961109111079275'],It's coming 🧠 https://t.co/DadoTN9VEA,2024-11-22 14:04:19+00:00,1859961109111079275,"[{'type': 'quoted', 'id': '1859930217307058292'}]","{'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/DadoTN9VEA', 'expanded_url': 'https://twitter.com/catalyst_xyz/status/1859930217307058292', 'display_url': 'x.com/catalyst_xyz/s…'}]}",,17,1
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 91}",['1859959046499172693'],@zacxbt Brain power is increasing!! 🧠,2024-11-22 13:56:07+00:00,1859959046499172693,"[{'type': 'replied_to', 'id': '1859947462661988486'}]","{'mentions': [{'start': 0, 'end': 7, 'username': 'zacxbt', 'id': '886765719391789057'}]}",,1,0
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 125}",['1859921755588252109'],@allthewinners1 @AimedisGlobal @valley_dao @DataLakeToken @dynexcoin @GenomesDAO @Hippocrat_io @HairDAO_ @AxonDAO @ResearchHub @vita_dao @pumpdotscience Everything starts with the brain 🧠,2024-11-22 11:27:56+00:00,1859921755588252109,"[{'type': 'replied_to', 'id': '1859839290450104630'}]","{'mentions': [{'start': 0, 'end': 15, 'username': 'allthewinners1', 'id': '1317921097321467908'}, {'start': 16, 'end': 30, 'username': 'AimedisGlobal', 'id': '714126901'}, {'start': 31, 'end': 42, 'username': 'valley_dao', 'id': '1501578751121010695'}, {'start': 43, 'end': 57, 'username': 'DataLakeToken', 'id': '1487043475908579328'}, {'start': 58, 'end': 68, 'username': 'dynexcoin', 'id': '1571541818478678023'}, {'start': 69, 'end': 80, 'username': 'GenomesDAO', 'id': '787984877920452608'}, {'start': 81, 'end': 94, 'username': 'Hippocrat_io', 'id': '4870722453'}, {'start': 95, 'end': 104, 'username': 'HairDAO_', 'id': '1460612851857514504'}, {'start': 105, 'end': 113, 'username': 'AxonDAO', 'id': '1446215355320393732'}, {'start': 114, 'end': 126, 'username': 'ResearchHub', 'id': '1087793160409903105'}, {'start': 127, 'end': 136, 'username': 'vita_dao', 'id': '1361314891425067009'}, {'start': 137, 'end': 152, 'username': 'pumpdotscience', 'id': '1833183120126095360'}]}",,0,0
"{'retweet_count': 13, 'reply_count': 12, 'like_count': 113, 'quote_count': 5, 'bookmark_count': 11, 'impression_count': 8431}","['1859670414877917220', '1859671095030448212']",In less than 48 hours Cerebrum will be launching the world’s first tokenized patent IPT in Brain Health supplement with over 30+ patents on Catalyst @Molecule_dao #DeSci https://t.co/dQHFbqGbQg,2024-11-21 18:51:54+00:00,1859671095030448212,,"{'mentions': [{'start': 149, 'end': 162, 'username': 'Molecule_dao', 'id': '981035585933627392'}], 'urls': [{'start': 170, 'end': 193, 'url': 'https://t.co/dQHFbqGbQg', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1859671095030448212/photo/1', 'display_url': 'pic.x.com/dQHFbqGbQg', 'media_key': '16_1859670405306322944'}], 'hashtags': [{'start': 163, 'end': 169, 'tag': 'DeSci'}], 'annotations': [{'start': 22, 'end': 29, 'probability': 0.8192, 'type': 'Other', 'normalized_text': 'Cerebrum'}, {'start': 84, 'end': 86, 'probability': 0.6367, 'type': 'Other', 'normalized_text': 'IPT'}, {'start': 91, 'end': 102, 'probability': 0.8281, 'type': 'Other', 'normalized_text': 'Brain Health'}, {'start': 140, 'end': 147, 'probability': 0.5266, 'type': 'Other', 'normalized_text': 'Catalyst'}, {'start': 164, 'end': 168, 'probability': 0.427, 'type': 'Other', 'normalized_text': 'DeSci'}]}",{'media_keys': ['16_1859670405306322944']},113,13
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1131}",['1859662053230948672'],Join us on the @bioprotocol spaces to learn about what’s coming up in DeSci. 🧠 https://t.co/XdPv6KZVgZ,2024-11-21 18:15:58+00:00,1859662053230948672,"[{'type': 'quoted', 'id': '1859656534873211357'}]","{'mentions': [{'start': 15, 'end': 27, 'username': 'bioprotocol', 'id': '1531639904567971840'}], 'urls': [{'start': 79, 'end': 102, 'url': 'https://t.co/XdPv6KZVgZ', 'expanded_url': 'https://twitter.com/BioProtocol/status/1859656534873211357', 'display_url': 'x.com/BioProtocol/st…'}], 'annotations': [{'start': 70, 'end': 74, 'probability': 0.4903, 'type': 'Place', 'normalized_text': 'DeSci'}]}",,5,1
"{'retweet_count': 5, 'reply_count': 3, 'like_count': 40, 'quote_count': 0, 'bookmark_count': 3, 'impression_count': 2939}",['1859576046833516776'],"Something big is coming soon, can you sense it?

Keep an eye out $NEURON 🧠 https://t.co/GN2ZDr33Ia",2024-11-21 12:34:13+00:00,1859576046833516776,,"{'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/GN2ZDr33Ia', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1859576046833516776/photo/1', 'display_url': 'pic.x.com/GN2ZDr33Ia', 'media_key': '16_1859576037970997248'}], 'annotations': [{'start': 66, 'end': 71, 'probability': 0.5614, 'type': 'Other', 'normalized_text': 'NEURON'}], 'cashtags': [{'start': 65, 'end': 72, 'tag': 'NEURON'}]}",{'media_keys': ['16_1859576037970997248']},40,5
